N,array_type,time
22400,reversed,3058
22500,reversed,2207
22600,reversed,2783
22700,reversed,2014
22800,reversed,1793
22900,reversed,1688
23000,reversed,3398
23100,reversed,1791
23200,reversed,1936
23300,reversed,1867
23400,reversed,1784
23500,reversed,1848
23600,reversed,1949
23700,reversed,1999
23800,reversed,2288
23900,reversed,2883
24000,reversed,1892
24100,reversed,2182
24200,reversed,1915
24300,reversed,1906
24400,reversed,2397
24500,reversed,1951
24600,reversed,1866
24700,reversed,1902
24800,reversed,1907
24900,reversed,2105
25000,reversed,2301
25100,reversed,1963
25200,reversed,1983
25300,reversed,2266
25400,reversed,2218
25500,reversed,2392
25600,reversed,2204
25700,reversed,2357
25800,reversed,2064
25900,reversed,2012
26000,reversed,2029
26100,reversed,1975
26200,reversed,1925
26300,reversed,2068
26400,reversed,2023
26500,reversed,2095
26600,reversed,2010
26700,reversed,2071
26800,reversed,2227
26900,reversed,3188
27000,reversed,4743
27100,reversed,2397
27200,reversed,2210
27300,reversed,2401
27400,reversed,2175
27500,reversed,2337
27600,reversed,2299
27700,reversed,3498
27800,reversed,2532
27900,reversed,2627
28000,reversed,2158
28100,reversed,2162
28200,reversed,2125
28300,reversed,2138
28400,reversed,2169
28500,reversed,2939
28600,reversed,5899
28700,reversed,2391
28800,reversed,2163
28900,reversed,2345
29000,reversed,2507
29100,reversed,2468
29200,reversed,2461
29300,reversed,2430
29400,reversed,2359
29500,reversed,2652
29600,reversed,2329
29700,reversed,2787
29800,reversed,2449
29900,reversed,2365
30000,reversed,2323
30100,reversed,5042
30200,reversed,4579
30300,reversed,4178
30400,reversed,4497
30500,reversed,4409
30600,reversed,2719
30700,reversed,2702
30800,reversed,2663
30900,reversed,2412
31000,reversed,2417
31100,reversed,2617
31200,reversed,2773
31300,reversed,2535
31400,reversed,2392
31500,reversed,2561
31600,reversed,2691
31700,reversed,2585
31800,reversed,3063
31900,reversed,2513
32000,reversed,2957
32100,reversed,2475
32200,reversed,2622
32300,reversed,2606
32400,reversed,2583
32500,reversed,2567
32600,reversed,2740
32700,reversed,2606
32800,reversed,2488
32900,reversed,3013
33000,reversed,5607
33100,reversed,3014
33200,reversed,2591
33300,reversed,5277
33400,reversed,4466
33500,reversed,2640
33600,reversed,2701
33700,reversed,3010
33800,reversed,5125
33900,reversed,2762
34000,reversed,2726
34100,reversed,3117
34200,reversed,3147
34300,reversed,2796
34400,reversed,2686
34500,reversed,2826
34600,reversed,2695
34700,reversed,3072
34800,reversed,2812
34900,reversed,2893
35000,reversed,2859
35100,reversed,7155
35200,reversed,4508
35300,reversed,3378
35400,reversed,2974
35500,reversed,2973
35600,reversed,3233
35700,reversed,2909
35800,reversed,2854
35900,reversed,2936
36000,reversed,2885
36100,reversed,3022
36200,reversed,4174
36300,reversed,6373
36400,reversed,6703
36500,reversed,7240
36600,reversed,6513
36700,reversed,2861
36800,reversed,3233
36900,reversed,2968
37000,reversed,2970
37100,reversed,3333
37200,reversed,6855
37300,reversed,7226
37400,reversed,4924
37500,reversed,2985
37600,reversed,3136
37700,reversed,3514
37800,reversed,4180
37900,reversed,3077
38000,reversed,3011
38100,reversed,3599
38200,reversed,2988
38300,reversed,4240
38400,reversed,3499
38500,reversed,4284
38600,reversed,3576
38700,reversed,3604
38800,reversed,3201
38900,reversed,3402
39000,reversed,3518
39100,reversed,3122
39200,reversed,3429
39300,reversed,3267
39400,reversed,3206
39500,reversed,3846
39600,reversed,3420
39700,reversed,3058
39800,reversed,3264
39900,reversed,3174
40000,reversed,3211
40100,reversed,8536
40200,reversed,8061
40300,reversed,5365
40400,reversed,3366
40500,reversed,3604
40600,reversed,4290
40700,reversed,4011
40800,reversed,3262
40900,reversed,3265
41000,reversed,3283
41100,reversed,5402
41200,reversed,5193
41300,reversed,3638
41400,reversed,4230
41500,reversed,3780
41600,reversed,3603
41700,reversed,3887
41800,reversed,3598
41900,reversed,3457
42000,reversed,3282
42100,reversed,3532
42200,reversed,3425
42300,reversed,3487
42400,reversed,3523
42500,reversed,3853
42600,reversed,3426
42700,reversed,3542
42800,reversed,3594
42900,reversed,3705
43000,reversed,3861
43100,reversed,3513
43200,reversed,3660
43300,reversed,4143
43400,reversed,3638
43500,reversed,3994
43600,reversed,8415
43700,reversed,8434
43800,reversed,3790
43900,reversed,4037
44000,reversed,3943
44100,reversed,3887
44200,reversed,3963
44300,reversed,4028
44400,reversed,3717
44500,reversed,3624
44600,reversed,4107
44700,reversed,3533
44800,reversed,3570
44900,reversed,3922
45000,reversed,3847
45100,reversed,4568
45200,reversed,4357
45300,reversed,4166
45400,reversed,4103
45500,reversed,3964
45600,reversed,3688
45700,reversed,4126
45800,reversed,4291
45900,reversed,4411
46000,reversed,3749
46100,reversed,3890
46200,reversed,3879
46300,reversed,4247
46400,reversed,4864
46500,reversed,4012
46600,reversed,3986
46700,reversed,4209
46800,reversed,3943
46900,reversed,4709
47000,reversed,3898
47100,reversed,4103
47200,reversed,4449
47300,reversed,4608
47400,reversed,4447
47500,reversed,4162
47600,reversed,5065
47700,reversed,3854
47800,reversed,4136
47900,reversed,7270
48000,reversed,3968
48100,reversed,4489
48200,reversed,3960
48300,reversed,4542
48400,reversed,3967
48500,reversed,4092
48600,reversed,4452
48700,reversed,4035
48800,reversed,4282
48900,reversed,4266
49000,reversed,4411
49100,reversed,4267
49200,reversed,4554
49300,reversed,3935
49400,reversed,4577
49500,reversed,4364
49600,reversed,4087
49700,reversed,4054
49800,reversed,4064
49900,reversed,4191
50000,reversed,4643
50100,reversed,10416
50200,reversed,9382
50300,reversed,8757
